time,mean_squared_displacement,mean_quartic_displacement,non_gaussian_parameter,energy,particle_overlap,type_overlap
1,0.000851303,0.000993213,8.270952556,0.005076137,0.000829158,0.004164033
2,0.001032421,0.001309410,5.007147836,0.005090983,0.000992148,0.004038488
3,0.001150867,0.001538283,4.207069933,0.005137491,0.001041847,0.003913402
4,0.000869991,0.001749802,3.692229232,0.004876848,0.000802542,0.003679533
5,0.000971274,0.001552974,3.941969176,0.005013066,0.000972247,0.003912569
6,0.001082742,0.001581464,4.125775527,0.005135401,0.001126186,0.003779618
7,0.000891918,0.001862300,2.844229237,0.005005192,0.000852999,0.003782592
8,0.001342078,0.002252278,3.140110992,0.004987132,0.001228081,0.003857163
10,0.001254048,0.002917093,2.995574865,0.005175358,0.001004030,0.003803840
12,0.001320820,0.003895471,3.851402768,0.004993934,0.001053006,0.003467282
14,0.001869174,0.005391405,4.033966371,0.005074622,0.001397318,0.003986666
16,0.001892203,0.004039087,3.884605371,0.005002529,0.001527994,0.003547785
19,0.001483792,0.003657981,3.589569946,0.004959407,0.001099356,0.003653329
22,0.001988952,0.003947097,4.265100492,0.005112557,0.001606803,0.004074039
25,0.001767317,0.003557963,3.758819821,0.004839758,0.001431337,0.003671912
29,0.002197469,0.004936406,4.115336700,0.004905747,0.001820063,0.003474868
33,0.001165210,0.002883065,3.103663934,0.005198759,0.001126045,0.003675498
38,0.001535068,0.005289719,2.358510979,0.005304599,0.001135157,0.003657584
43,0.001498877,0.005218073,3.326007836,0.004957631,0.001253776,0.003834571
49,0.001810566,0.005626161,4.132794936,0.005107541,0.001457212,0.004250386
55,0.001917259,0.005802604,4.174545961,0.004760624,0.001583769,0.003908710
62,0.001695165,0.006696420,3.997221126,0.004771040,0.001189408,0.003970756
70,0.002459157,0.008507434,5.531939129,0.004593929,0.002047818,0.004185656
78,0.003208557,0.012149179,4.505729169,0.004475421,0.002067408,0.004213721
87,0.003191804,0.014494941,3.690235182,0.004596377,0.002077553,0.003676490
97,0.002852079,0.022784816,7.732444468,0.004465472,0.001504875,0.003789818
108,0.003528733,0.018769068,5.195935011,0.004649654,0.001901717,0.003754005
121,0.003428318,0.016493610,5.991149179,0.004634820,0.002096467,0.003533785
135,0.003189497,0.015771512,4.284579485,0.004710587,0.001857170,0.003957151
150,0.003666140,0.020930270,3.612616662,0.004683317,0.001872054,0.003833278
167,0.004031056,0.021703540,4.341878632,0.004835310,0.002353020,0.003586946
186,0.004034445,0.021725518,3.237097008,0.005089805,0.002338154,0.003666542
207,0.003648600,0.015583225,2.929963319,0.005213814,0.002217944,0.003729872
230,0.003520621,0.018863730,2.452226916,0.004739241,0.001872334,0.003884186
255,0.003692540,0.018487485,2.622509125,0.004918035,0.002164901,0.003273145
283,0.004634959,0.023368486,2.592322843,0.004740287,0.002659149,0.003659798
313,0.003696346,0.020467471,2.196850892,0.004763253,0.002027048,0.003464537
347,0.003616136,0.021598913,2.070534131,0.004500338,0.001636043,0.003351283
384,0.003274399,0.017339323,2.169183303,0.004660812,0.002009197,0.003377843
425,0.002555226,0.018993950,2.709233316,0.004734639,0.001502393,0.002988579
470,0.003232003,0.022829745,2.082035123,0.004573639,0.001680967,0.003267921
519,0.003682134,0.025514207,1.745033968,0.004619402,0.002139834,0.003404747
573,0.004746077,0.034346002,2.539184203,0.004856809,0.002496984,0.004179805
633,0.004197149,0.032462714,2.863736987,0.004946532,0.002267196,0.004054554
699,0.004870461,0.037687984,2.109306857,0.004936147,0.002573466,0.003888664
771,0.004985245,0.033401423,1.792125558,0.004898726,0.002996998,0.004373308
851,0.004917817,0.033599604,2.265889040,0.005289069,0.002812109,0.003913454
939,0.004713003,0.034075308,1.522456610,0.005046210,0.002174926,0.004269012
1036,0.004932252,0.041056200,2.311079784,0.005030447,0.002355668,0.004245435
1142,0.005651874,0.048780862,2.356875747,0.005221681,0.002315020,0.003950537
1259,0.005397641,0.047348606,2.484862362,0.005541275,0.002051021,0.004627520
1388,0.005198752,0.052908922,2.543135125,0.004995174,0.002260710,0.004380419
1530,0.005086901,0.045569059,2.326730710,0.005619502,0.002380050,0.004165774
1686,0.005874641,0.052264622,2.200038191,0.004894808,0.002777694,0.004233751
1857,0.004986510,0.043264749,2.002053507,0.005097472,0.002713291,0.004028350
2046,0.007139697,0.062028038,1.676222647,0.005396396,0.002750329,0.004035494
2253,0.007730297,0.066752239,1.695104824,0.005552727,0.002956385,0.004429550
2481,0.009214196,0.081924334,1.904510619,0.005090628,0.003457507,0.005028071
2732,0.009729386,0.079927912,1.698672786,0.005277489,0.003564736,0.004924594
3008,0.010674133,0.087202708,1.857163626,0.005555053,0.004068235,0.005195622
3312,0.010659331,0.090449927,1.271829903,0.005438445,0.003846478,0.004272956
3646,0.008826682,0.088405712,1.126762832,0.005110959,0.003207072,0.003853327
4014,0.008625373,0.095660848,1.769938971,0.004880896,0.003210555,0.004365320
4419,0.010111366,0.098158878,1.356917536,0.005252913,0.003321724,0.004266282
4864,0.008479397,0.093272022,1.450085701,0.005148380,0.003187707,0.004097123
