time,mean_squared_displacement,mean_quartic_displacement,non_gaussian_parameter,energy,particle_overlap,type_overlap
1,0.000684686,0.000710899,12.359989171,0.007289439,0.000697040,0.001800840
2,0.000547933,0.000874210,9.164080016,0.007251394,0.000606529,0.001560297
3,0.000645488,0.001370370,8.518854720,0.007456945,0.000679137,0.001785098
4,0.000703056,0.001700119,6.648695673,0.007260409,0.000628437,0.001939284
5,0.000662526,0.001529012,3.991820745,0.007102173,0.000536580,0.001515247
6,0.000753853,0.001774618,5.121429330,0.007128949,0.000629659,0.001737530
7,0.000587736,0.001411168,6.847173627,0.007123707,0.000590580,0.001635079
8,0.000577633,0.001361114,5.053484671,0.007131970,0.000539815,0.001881516
10,0.000558150,0.001793298,3.541527565,0.007004241,0.000427623,0.002028101
12,0.000780706,0.002368929,3.905233918,0.007038623,0.000594660,0.001797598
14,0.000744698,0.001455755,5.370752975,0.007109043,0.000680412,0.001796870
16,0.000796536,0.001548636,3.775830615,0.007130784,0.000695388,0.002199367
19,0.000956743,0.002693540,7.062235794,0.007306258,0.000721941,0.001629117
22,0.000974812,0.002584026,4.346707709,0.007163390,0.000675518,0.001644787
25,0.000683803,0.001586989,2.165968549,0.007070661,0.000530274,0.001784097
29,0.000683649,0.002492920,6.511714196,0.007262866,0.000632439,0.001602377
33,0.001068669,0.002568797,5.576354754,0.007194755,0.000971679,0.001758667
38,0.000786074,0.002905610,3.389223761,0.006974041,0.000532450,0.001525343
43,0.001004474,0.003879028,6.004917879,0.007328873,0.000687444,0.001685541
49,0.000927509,0.003294937,5.977529833,0.007255503,0.000696361,0.001943382
55,0.000765854,0.002571333,3.194527504,0.007043500,0.000636911,0.001811085
62,0.001033845,0.004137694,6.258602915,0.007168874,0.000666510,0.001439051
70,0.000598371,0.002937714,5.405800608,0.007279789,0.000635145,0.001822080
78,0.001171867,0.002956974,4.321047788,0.007303033,0.000907023,0.001443209
87,0.000991836,0.003789423,5.728931468,0.007152935,0.000798414,0.001712115
97,0.001194083,0.002971161,4.583923394,0.007320148,0.000947767,0.001644787
108,0.001255640,0.003279660,4.030856188,0.007156469,0.000892411,0.001466991
121,0.001241241,0.003098730,4.331467995,0.007300318,0.000898457,0.001639365
135,0.001099219,0.003273885,2.765441591,0.007377094,0.000676655,0.001571174
150,0.001405794,0.004066885,3.859940858,0.007280404,0.001055549,0.002034789
167,0.000997201,0.002656986,3.468122736,0.007391193,0.000841866,0.001666564
186,0.001325052,0.005006859,3.392844488,0.007302961,0.000794181,0.002089963
207,0.001322908,0.003853790,2.478826426,0.007476354,0.000839740,0.002028266
230,0.001698093,0.004176907,3.796037541,0.007402124,0.000976663,0.001596696
255,0.002129800,0.006210470,5.641546457,0.007464698,0.001314218,0.002030846
283,0.001956123,0.008071140,10.772030077,0.007397797,0.001188009,0.002111459
313,0.002192069,0.010397303,9.752660919,0.007441494,0.001267468,0.002262337
347,0.002334026,0.011026636,6.326864475,0.007247206,0.001194979,0.002055696
384,0.002498354,0.010763575,6.547024883,0.007510500,0.001373894,0.001677398
425,0.002424198,0.012393698,6.895233258,0.007174581,0.001333942,0.001763473
470,0.002590395,0.013429005,6.747933483,0.007377452,0.001302482,0.001833525
519,0.001985566,0.009468211,5.323435136,0.007429121,0.000976986,0.001921422
573,0.002186054,0.009253256,7.234167811,0.007061090,0.001119257,0.001713434
633,0.002128072,0.008453898,6.692648634,0.007320621,0.000889941,0.001903778
699,0.002094413,0.008302263,5.099932545,0.007306800,0.000981281,0.001685042
771,0.002552303,0.012401126,4.413667567,0.006940569,0.001333651,0.001777326
851,0.002076468,0.006490024,5.619826286,0.007149778,0.001152436,0.001533968
939,0.001657492,0.007105574,5.718989412,0.007174329,0.000833134,0.001880835
1036,0.002537919,0.010694050,6.874703408,0.006967186,0.001176277,0.001648234
1142,0.002717591,0.012377701,7.454211475,0.006986328,0.001295426,0.002212804
1259,0.003139979,0.019962555,4.628362610,0.007068380,0.001392439,0.001416238
1388,0.002701947,0.017938014,3.441310876,0.007038300,0.001011540,0.001668865
1530,0.003119288,0.019990830,3.666190554,0.007339134,0.001270202,0.001952206
1686,0.003500896,0.023287753,3.543895626,0.007099601,0.001673257,0.001608177
1857,0.003536648,0.031338876,6.237098600,0.007229338,0.001411852,0.001626114
2046,0.003415192,0.032266109,5.292753118,0.007177843,0.001181182,0.001526949
2253,0.004391893,0.033960816,4.885122751,0.007349244,0.001647405,0.001569466
2481,0.004336637,0.040247959,5.542711420,0.007567468,0.002009407,0.001746762
2732,0.003325045,0.036160376,5.227397978,0.007267865,0.001216514,0.001409024
3008,0.002916949,0.031877616,5.265878013,0.006842352,0.001217032,0.001787309
3312,0.003027658,0.031766809,4.851794065,0.007194768,0.000950708,0.001946760
3646,0.004993799,0.038339718,3.819880622,0.007393658,0.001899480,0.001741880
4014,0.004359171,0.042760803,3.670626057,0.006928384,0.001293777,0.001480814
4419,0.003449868,0.037480371,3.800987732,0.006900398,0.000931037,0.001345735
4864,0.004247021,0.038720443,3.785458361,0.007058846,0.001368715,0.001929624
5354,0.003957051,0.039091768,3.234625120,0.006857510,0.001425933,0.001608634
5893,0.004105660,0.040579840,2.989918637,0.007178003,0.001511914,0.001396015
6486,0.003640293,0.045718980,4.009725867,0.006874900,0.001115729,0.001346516
7138,0.005095372,0.059954123,3.414621396,0.006727323,0.001458803,0.001494030
7855,0.004956993,0.051889588,3.275090290,0.006738672,0.001713300,0.001768016
8644,0.005077800,0.051357016,2.904501549,0.006954644,0.001454021,0.001231842
9512,0.006021956,0.059172415,2.108967456,0.006934878,0.001814101,0.001733623
10467,0.005368818,0.053083185,1.805337455,0.006901869,0.001561463,0.001136361
11518,0.006122265,0.059445927,2.837245826,0.007079343,0.001647441,0.001671434
12674,0.005575244,0.054061015,2.682148466,0.007170009,0.001534177,0.001500367
13945,0.006150702,0.058732886,3.078913226,0.007264009,0.001815191,0.001974058
15344,0.006759229,0.058087108,2.581857675,0.006904882,0.001966628,0.001584602
16882,0.006347619,0.058005641,3.067677030,0.007428765,0.001792004,0.001393830
18574,0.006299409,0.053722796,3.295074066,0.007064798,0.001524330,0.001769799
20436,0.007877770,0.077219159,3.458630326,0.007039162,0.002089476,0.002008831
22484,0.009022683,0.084758795,2.924094364,0.007083230,0.002378771,0.002275804
24737,0.009616295,0.113063414,4.184461737,0.007390309,0.002592654,0.002253593
27215,0.009633094,0.119676734,3.515579876,0.007223105,0.002434248,0.002078640
29941,0.008820522,0.101837853,3.418258393,0.007028309,0.002590801,0.002073602
32940,0.009669169,0.120930078,2.368886492,0.007133962,0.002298203,0.001891550
36238,0.008260026,0.100186415,3.405684085,0.006899997,0.002683207,0.002346465
39866,0.007831285,0.087791563,2.061853551,0.006774442,0.002343439,0.002031273
43857,0.010471733,0.111026481,2.274486219,0.007116352,0.003322396,0.002861855
48247,0.010621603,0.105545437,2.357050752,0.007506649,0.003046796,0.002674247
53077,0.011060067,0.131485496,2.123438253,0.007133381,0.002771407,0.002492541
58390,0.013049380,0.169778682,2.160856102,0.007462866,0.002718207,0.003031292
64234,0.012580571,0.174763019,1.543039671,0.006842152,0.002516079,0.002884320
70662,0.012477448,0.199305108,2.308288126,0.007305462,0.002705252,0.002142445
77733,0.012942851,0.207072633,1.966616516,0.007389818,0.002686770,0.002704475
85511,0.014782978,0.208087356,2.073129874,0.007347551,0.002822408,0.003296283
94067,0.012476274,0.138537226,2.059188702,0.006964541,0.002751841,0.003156475
103479,0.011354781,0.193830457,2.145810949,0.006867658,0.002069974,0.002288357
113832,0.011241768,0.187823101,1.946975757,0.007091311,0.002523838,0.002396163
125220,0.013476265,0.238737484,2.049078591,0.006952989,0.003289867,0.003038850
137747,0.014430163,0.231067212,1.795807882,0.006820773,0.002953550,0.002786667
151527,0.012757067,0.192289195,2.413928063,0.006921168,0.002820426,0.002765405
166685,0.013800171,0.164064958,2.453653738,0.006985782,0.003370615,0.003422162
183359,0.015580283,0.253221669,2.453818678,0.007316539,0.003218926,0.003533705
201700,0.017961511,0.231422476,2.688049561,0.007167879,0.004010454,0.003717521
221876,0.018901297,0.335792228,1.663920917,0.007350439,0.003188861,0.003473628
244069,0.020295169,0.469701476,1.704032891,0.007458605,0.003339925,0.003306244
268482,0.021516067,0.413510236,1.805179524,0.006905091,0.003584630,0.003434412
295336,0.023960965,0.467979347,1.727770674,0.007381377,0.004466560,0.004329098
324875,0.024262326,0.551598637,1.378835506,0.007199012,0.004230050,0.003323138
357368,0.024959376,0.562783529,1.320939593,0.007156818,0.003781960,0.003671577
393111,0.026119804,0.613449234,1.202706635,0.007342352,0.003737122,0.003555257
