time,mean_squared_displacement,mean_quartic_displacement,non_gaussian_parameter,energy,particle_overlap,type_overlap
1,0.017395020,0.019431220,31.126690044,-2.998157204,0.983250936,0.622232225
2,0.026814779,0.034113566,22.704237867,-2.998190263,0.975349426,0.622203403
3,0.032967461,0.045427110,19.903702149,-2.997938590,0.970668369,0.622105916
4,0.037229750,0.054534912,18.681644821,-2.998024955,0.967751397,0.622146606
5,0.040479872,0.062238905,17.979859314,-2.998099992,0.965636359,0.622168647
6,0.043424818,0.070298937,17.610632057,-2.998150549,0.963892619,0.622185601
7,0.046230740,0.078423394,17.334489456,-2.997963044,0.962359111,0.622009277
8,0.048356798,0.084626940,17.080697866,-2.998177349,0.961151123,0.622112698
10,0.052413940,0.097822401,16.785275129,-2.998142621,0.959064907,0.622043186
12,0.056284587,0.111935086,16.628953086,-2.998102910,0.957191467,0.621958415
14,0.059488932,0.122475518,16.287122538,-2.998325674,0.955601162,0.622025384
16,0.062683105,0.134021335,16.048020195,-2.998474787,0.954111735,0.621970283
19,0.066289266,0.145760430,15.566928184,-2.998567581,0.952316284,0.621929593
22,0.070717706,0.160476685,15.021135733,-2.998480914,0.950197856,0.621847365
25,0.074139065,0.174155341,14.831467452,-2.998659362,0.948644850,0.621905857
29,0.078608195,0.194044325,14.694465241,-2.998573937,0.946679009,0.621699863
33,0.083138360,0.213740031,14.455369366,-2.998530292,0.944741143,0.621706645
38,0.088073730,0.235666911,14.188412902,-2.998440111,0.942809211,0.621557448
43,0.093056573,0.259036594,13.951205038,-2.998519751,0.940781487,0.621596442
49,0.098909166,0.289077759,13.765749749,-2.998438133,0.938514709,0.621532864
55,0.104054769,0.312542386,13.435566064,-2.998321204,0.936408997,0.621436225
62,0.109958225,0.341467963,13.121156715,-2.998176150,0.934015910,0.621423509
70,0.116512722,0.375946045,12.844237359,-2.998468380,0.931756761,0.621094598
78,0.122558594,0.415291680,12.806627077,-2.998464934,0.929556105,0.621021695
87,0.129145304,0.450524224,12.501481910,-2.998528230,0.927161323,0.620853848
97,0.135959201,0.482901679,12.055436806,-2.998352597,0.924697028,0.620660570
108,0.142652724,0.524074978,11.870396481,-2.998449294,0.922470940,0.620583428
121,0.151153564,0.573954264,11.558028996,-2.998004291,0.919521756,0.620316399
135,0.160171509,0.635543823,11.378045998,-2.998387974,0.916305542,0.619977315
