time,mean_squared_displacement,mean_quartic_displacement,non_gaussian_parameter,energy,particle_overlap,type_overlap
0.000027127,0.000054253,0.000054253,9215.000000000,0.000237435,0.999945747,0.999945747
0.000054253,0.000108507,0.000108507,4607.000000000,0.000249366,0.999891493,0.999891493
0.000081380,0.000162760,0.000162760,3071.000000000,0.000270084,0.999837240,0.999837240
0.000108507,0.000217014,0.000217014,2303.000000000,0.000284958,0.999782986,0.999782986
0.000135634,0.000271267,0.000271267,1842.200000000,0.000293318,0.999728733,0.999728733
0.000162760,0.000325521,0.000325521,1535.000000000,0.000297587,0.999674479,0.999674479
0.000189887,0.000379774,0.000379774,1315.571428571,0.000262770,0.999620226,0.999620226
0.000217014,0.000434028,0.000434028,1151.000000000,0.000255387,0.999565972,0.999565972
0.000271267,0.000542535,0.000542535,920.600000000,0.000235379,0.999457465,0.999457465
0.000325521,0.000651042,0.000651042,767.000000000,0.000237714,0.999348958,0.999348958
0.000379774,0.000759549,0.000759549,657.285714286,0.000186715,0.999240451,0.999240451
0.000434028,0.000864665,0.000864665,577.571428571,0.000174168,0.999135335,0.999135335
0.000515408,0.001027425,0.001027425,485.835913313,0.000212081,0.998972575,0.998972575
0.000596788,0.001190186,0.001190186,419.218181818,0.000238821,0.998809814,0.998809814
0.000678168,0.001352946,0.001352946,368.641739130,0.000243006,0.998647054,0.998647054
0.000786675,0.001569960,0.001569960,317.528735632,0.000221955,0.998430040,0.998430040
0.000895182,0.001786974,0.001786974,278.835777126,0.000222979,0.998213026,0.998213026
0.001030816,0.002058241,0.002059937,242.146814404,0.000143008,0.997942607,0.997942607
0.001166450,0.002329508,0.002331204,213.808057091,0.000207170,0.997671339,0.997671339
0.001329210,0.002655029,0.002660116,187.691591270,0.000152364,0.997347514,0.997347514
0.001491970,0.002980550,0.002987332,167.142061438,0.000184946,0.997022841,0.997022841
0.001681858,0.003360324,0.003367106,148.099687825,0.000195058,0.996643066,0.996643066
0.001898872,0.003794352,0.003804525,131.130804322,0.000169478,0.996210734,0.996210734
0.002115885,0.004224989,0.004236857,117.679539084,0.000177540,0.995780945,0.995780945
0.002360026,0.004714966,0.004737006,105.538687941,0.000182763,0.995293511,0.995293511
0.002631293,0.005254110,0.005276150,94.561720942,0.000188439,0.994754367,0.994754367
0.002929688,0.005852593,0.005888197,84.948002920,0.000228669,0.994160122,0.994160122
0.003282335,0.006557888,0.006595188,75.675527617,0.000291408,0.993455675,0.993455675
0.003662109,0.007315742,0.007354736,67.708380789,0.000333836,0.992698669,0.992698669
0.004069010,0.008131239,0.008182102,60.873715806,0.000342571,0.991886563,0.991886563
0.004530165,0.009055244,0.009124756,54.638629294,0.000339704,0.990969340,0.990969340
0.005045573,0.010087755,0.010192871,49.078112029,0.000317729,0.989947001,0.989947001
0.005615234,0.011230469,0.011403402,44.203052068,0.000208863,0.988825480,0.988825480
0.006239149,0.012474908,0.012676663,39.725750182,0.000094805,0.987590366,0.987590366
0.006917318,0.013836331,0.014107598,35.843026282,-0.000009351,0.986250983,0.986250983
0.007676866,0.015360514,0.015721639,32.313885049,-0.000003297,0.984756470,0.984756470
0.008490668,0.016983032,0.017447578,29.244898101,0.000096755,0.983167860,0.983167860
0.009412977,0.018812391,0.019410875,26.421910012,-0.000134812,0.981382582,0.981382582
0.010416667,0.020828247,0.021572537,23.861876143,-0.000136004,0.979411655,0.979411655
0.011528863,0.023030599,0.023973253,21.597514014,-0.000083053,0.977272881,0.977272881
0.012749566,0.025480482,0.026640150,19.514809170,-0.000160552,0.974890815,0.974890815
0.014078776,0.028120253,0.029546102,17.681228337,0.000045495,0.972335815,0.972335815
0.015543620,0.031051636,0.032823351,16.019688038,0.000001883,0.969508701,0.969508701
0.017171224,0.034313626,0.036526150,14.509294622,0.000134160,0.966383192,0.966383192
0.018961589,0.037894355,0.040708754,13.172834514,-0.000088558,0.962978787,0.962978787
0.020914714,0.041802300,0.045205010,11.932931386,0.000229974,0.959248013,0.959248013
0.023084852,0.046168009,0.050420125,10.825448611,0.000304951,0.955122206,0.955122206
0.025472005,0.050950792,0.056140476,9.811279702,0.000284062,0.950627645,0.950627645
0.028103299,0.056238810,0.062532213,8.883804300,-0.000001477,0.945664300,0.945664300
0.030978733,0.061945597,0.069417318,8.043524423,0.000003039,0.940320333,0.940320333
0.034152561,0.068276299,0.077280680,7.287382332,-0.000125109,0.934437222,0.934437222
0.037651910,0.075268216,0.086335924,6.618218117,-0.000319547,0.928040398,0.928040398
0.041503906,0.082977295,0.096355862,5.995857532,-0.000298820,0.921013726,0.921013726
0.045735677,0.091437446,0.108030531,5.459169807,-0.000424773,0.913457235,0.913457235
0.050374349,0.100733439,0.120810615,4.951634646,-0.000152847,0.905186123,0.905186123
0.055501302,0.111058553,0.136027018,4.513009988,0.000289791,0.896223280,0.896223280
0.061116536,0.122299194,0.152560764,4.098934362,0.000604074,0.886485630,0.886485630
0.067301432,0.134621514,0.170893351,3.714145057,0.000678975,0.875891791,0.875891791
0.074110243,0.148218791,0.192003038,3.369274971,0.000715544,0.864412944,0.864412944
0.081597222,0.163236830,0.216695150,3.065756276,0.000933842,0.852106730,0.852106730
0.089843750,0.179770576,0.244693332,2.785523220,0.000806732,0.838746813,0.838746813
0.098904080,0.197965834,0.276253594,2.524264202,0.000825029,0.824313694,0.824313694
0.108886719,0.217858209,0.313293457,2.300159693,0.000952416,0.808982001,0.808982001
0.119873047,0.239944458,0.355765449,2.089390573,0.001304249,0.792348226,0.792348226
0.131944444,0.263916016,0.403652615,1.897434633,0.001230545,0.774627686,0.774627686
0.145236545,0.290522257,0.460300022,1.726562152,0.001134391,0.755768670,0.755768670
0.159857856,0.319710626,0.525746663,1.571557597,0.001145600,0.735689799,0.735689799
0.175944010,0.351949056,0.602430556,1.431485580,0.000788803,0.714380052,0.714380052
0.193630642,0.387286716,0.689446343,1.298143019,0.000975571,0.691736857,0.691736857
0.213080512,0.426047431,0.790335761,1.176892827,0.001267585,0.668005202,0.668005202
0.234483507,0.469189114,0.910944621,1.068822474,0.002181336,0.642867194,0.642867194
0.258029514,0.516304864,1.051244100,0.971611788,0.001745397,0.616808573,0.616808573
0.283935547,0.567774455,1.211532593,0.878890953,0.001229262,0.589513991,0.589513991
0.312445747,0.624528673,1.401918199,0.797012608,0.000730586,0.561662462,0.561662462
0.343804253,0.687249078,1.626909044,0.722125126,0.000496808,0.532981873,0.532981873
0.378282335,0.756334093,1.895331489,0.656488830,0.000235609,0.503186544,0.503186544
0.416232639,0.832287259,2.211220635,0.595933812,-0.000049984,0.473089430,0.473089430
0.457953559,0.916215685,2.589923435,0.542451675,-0.000747139,0.443067763,0.443067763
0.503851997,1.008073595,3.031979031,0.491628436,-0.000266323,0.412692600,0.412692600
0.554361979,1.108895196,3.561964247,0.448175903,0.000022910,0.382960002,0.382960002
0.609917535,1.220431858,4.187869602,0.405686587,-0.000435061,0.353746202,0.353746202
0.671034071,1.341596815,4.923039754,0.367450477,0.000180668,0.324808757,0.324808757
0.738254123,1.475896200,5.812535604,0.334077493,-0.000228740,0.296823290,0.296823290
0.812201606,1.623385959,6.865298801,0.302428380,-0.000942584,0.270069546,0.270069546
0.893554687,1.787489149,8.138536241,0.273463209,-0.000842007,0.244316101,0.244316101
0.983018663,1.967415704,9.671266344,0.249167846,0.000142649,0.220526801,0.220526801
1.081434462,2.165200127,11.506590101,0.227101241,0.000599344,0.198087056,0.198087056
1.189697266,2.380345662,13.681906806,0.207223568,0.000190675,0.177845425,0.177845425
