time,mean_squared_displacement,mean_quartic_displacement,non_gaussian_parameter,energy,particle_overlap,type_overlap
1,0.007500543,0.007893880,69.887243082,-3.392887179,0.992635091,0.929497613
2,0.010965983,0.012410482,50.968784617,-3.392810888,0.989491781,0.929077148
3,0.012769911,0.014933268,45.063056774,-3.392913598,0.987935384,0.929578993
4,0.013970269,0.016696506,41.854948397,-3.392938976,0.986901177,0.929623074
5,0.014580621,0.017971463,41.456199215,-3.393031300,0.986545139,0.929239909
6,0.015326606,0.019348145,40.433154238,-3.393036614,0.985972087,0.929721408
7,0.015930176,0.020690918,39.822263788,-3.393171281,0.985534668,0.929504395
8,0.016452365,0.021626790,39.102739709,-3.393065401,0.985137939,0.929439969
10,0.017144097,0.023484972,38.987787127,-3.392979015,0.984815809,0.929392497
12,0.018018934,0.025797526,38.723521892,-3.392804372,0.984222412,0.929406060
14,0.018398709,0.027079264,38.928626252,-3.392831453,0.984110514,0.929453532
16,0.018927680,0.028401693,38.819690056,-3.393167912,0.983734131,0.929497613
19,0.019673665,0.030632867,38.674299810,-3.393140462,0.983456082,0.929524740
22,0.020487467,0.032545302,38.042988013,-3.392833610,0.982977973,0.929219564
25,0.020860460,0.033108181,37.247015507,-3.393089536,0.982696533,0.929582384
29,0.021843804,0.036444770,37.420288116,-3.392806341,0.982177734,0.929311117
33,0.022888184,0.039808485,37.101914504,-3.392851158,0.981679281,0.929178874
38,0.023274740,0.041741265,37.451597215,-3.393019208,0.981543647,0.929297553
43,0.024624295,0.045776367,36.779722360,-3.392927855,0.980909559,0.929209391
49,0.025661892,0.049011230,36.351286285,-3.392840929,0.980370416,0.929185655
55,0.026224772,0.050930447,36.190411694,-3.393017006,0.980085585,0.929358588
62,0.026984321,0.055528429,37.184702961,-3.393339663,0.979973687,0.929450141
70,0.027472602,0.057305230,37.199576325,-3.393348447,0.979641385,0.929721408
78,0.028652615,0.061713325,36.583682466,-3.393510100,0.979061551,0.929968940
87,0.029588487,0.067314996,37.197388561,-3.393372169,0.978898790,0.929331462
97,0.030863444,0.074191623,37.408759862,-3.393106498,0.978139242,0.929253472
108,0.031853570,0.078009711,37.159534726,-3.393263421,0.977949354,0.929022895
121,0.032538520,0.078545464,36.133886445,-3.393152512,0.977501763,0.929311117
135,0.033033583,0.079549154,35.336594445,-3.393614477,0.977416992,0.929572211
150,0.034830729,0.087531196,34.760678294,-3.392987289,0.976630317,0.928907606
167,0.036207411,0.093641493,34.464209436,-3.393048311,0.975914849,0.928538005
186,0.037536621,0.097819010,33.450591509,-3.393119823,0.975389269,0.929009332
207,0.039557563,0.103285048,32.028540928,-3.392670595,0.974521213,0.928646512
230,0.040479872,0.112352159,33.153360514,-3.393226672,0.974310981,0.928571913
255,0.042182075,0.117648655,32.007148869,-3.392880593,0.973429362,0.928727892
283,0.043857151,0.126444499,31.767190607,-3.393212142,0.972897000,0.928833008
313,0.045783149,0.135097928,31.134847924,-3.393007777,0.972056071,0.928192139
347,0.048068576,0.150919596,31.575882478,-3.392851308,0.971313477,0.928212484
384,0.050211589,0.156982422,30.141150857,-3.392631856,0.970099555,0.927449544
425,0.050957574,0.160529243,29.889152151,-3.392801505,0.969906277,0.927985297
470,0.053141276,0.174784342,29.856648297,-3.392696896,0.969109429,0.927568224
519,0.055243598,0.184943305,29.197435097,-3.392759015,0.968390571,0.928042942
573,0.057840983,0.197360569,28.375903287,-3.392965371,0.967614068,0.927615696
633,0.060953776,0.217013889,28.153289683,-3.392889933,0.966447618,0.927900526
699,0.063164605,0.226982964,27.324866637,-3.392717349,0.965484619,0.927164714
771,0.065409342,0.238464355,26.815971028,-3.392737673,0.965009901,0.926984999
851,0.069464789,0.262620714,26.207288587,-3.392458140,0.963585748,0.926713732
939,0.071282281,0.283630371,26.871024714,-3.392637458,0.963199192,0.927008735
1036,0.074110243,0.300767687,26.320324762,-3.392784620,0.962205675,0.926523844
1142,0.076755100,0.316833496,25.784769798,-3.392553614,0.961351183,0.925849067
1259,0.080234104,0.343329536,25.620415255,-3.392375000,0.960181342,0.925672743
1388,0.082797580,0.359422472,25.130726683,-3.393003083,0.959370931,0.925496419
1530,0.085388184,0.374532064,24.686582164,-3.393274143,0.958614773,0.925835503
1686,0.089680990,0.406738281,24.279320487,-3.393258491,0.957394070,0.925489638
1857,0.092264811,0.409010145,23.035582399,-3.393323371,0.955963135,0.925048828
