time,mean_squared_displacement,mean_quartic_displacement,non_gaussian_parameter,energy,particle_overlap,type_overlap
0.000027127,0.000000000,0.000000000,-1.000000000,-2.998159389,1.000000000,1.000000000
0.000054253,0.000000000,0.000000000,-1.000000000,-2.998159389,1.000000000,1.000000000
0.000081380,0.000001695,0.000001695,287.000000000,-2.998159899,0.999998305,0.999998305
0.000108507,0.000003391,0.000003391,575.000000000,-2.998160817,0.999996609,0.999996609
0.000135634,0.000005086,0.000005086,863.000000000,-2.998160821,0.999994914,0.999994914
0.000162760,0.000005086,0.000005086,863.000000000,-2.998160821,0.999994914,0.999994914
0.000189887,0.000005086,0.000005086,863.000000000,-2.998160821,0.999994914,0.999994914
0.000217014,0.000005086,0.000005086,863.000000000,-2.998160821,0.999994914,0.999994914
0.000271267,0.000006782,0.000006782,1151.000000000,-2.998160821,0.999993218,0.999993218
0.000325521,0.000006782,0.000006782,1151.000000000,-2.998160821,0.999993218,0.999993218
0.000379774,0.000008477,0.000008477,1439.000000000,-2.998161356,0.999991523,0.999991523
0.000434028,0.000008477,0.000008477,1439.000000000,-2.998161356,0.999991523,0.999991523
0.000515408,0.000011868,0.000011868,2015.000000000,-2.998159646,0.999988132,0.999988132
0.000596788,0.000015259,0.000015259,2159.000000000,-2.998158432,0.999984741,0.999984741
0.000678168,0.000015259,0.000015259,2159.000000000,-2.998158432,0.999984741,0.999984741
0.000786675,0.000016954,0.000016954,2447.000000000,-2.998157600,0.999983046,0.999983046
0.000895182,0.000022040,0.000022040,2879.000000000,-2.998157899,0.999977960,0.999977960
0.001030816,0.000022040,0.000022040,2879.000000000,-2.998157899,0.999977960,0.999977960
0.001166450,0.000022040,0.000022040,2879.000000000,-2.998157899,0.999977960,0.999977960
0.001329210,0.000025431,0.000025431,3023.000000000,-2.998154577,0.999974569,0.999974569
0.001491970,0.000028822,0.000028822,3167.000000000,-2.998155176,0.999971178,0.999971178
0.001681858,0.000035604,0.000035604,3887.000000000,-2.998153208,0.999964396,0.999964396
0.001898872,0.000038995,0.000038995,4127.000000000,-2.998151789,0.999961005,0.999961005
0.002115885,0.000040690,0.000040690,4103.000000000,-2.998154228,0.999959310,0.999959310
0.002360026,0.000044081,0.000044081,4679.000000000,-2.998154309,0.999955919,0.999955919
0.002631293,0.000049167,0.000049167,4247.000000000,-2.998155591,0.999950833,0.999950833
0.002929688,0.000052558,0.000052558,4088.600000000,-2.998158111,0.999947442,0.999947442
0.003282335,0.000055949,0.000055949,4232.600000000,-2.998155925,0.999944051,0.999944051
0.003662109,0.000057644,0.000057644,4184.600000000,-2.998156434,0.999942356,0.999942356
0.004069010,0.000069512,0.000069512,4386.200000000,-2.998159329,0.999930488,0.999930488
0.004530165,0.000081380,0.000081380,4271.000000000,-2.998158833,0.999918620,0.999918620
0.005045573,0.000101725,0.000101725,4847.000000000,-2.998160710,0.999898275,0.999898275
0.005615234,0.000115289,0.000115289,5168.600000000,-2.998159317,0.999884711,0.999884711
0.006239149,0.000128852,0.000128852,5778.200000000,-2.998156545,0.999871148,0.999871148
0.006917318,0.000149197,0.000149197,4897.742857143,-2.998152916,0.999850803,0.999850803
0.007676866,0.000164456,0.000164456,4242.885714286,-2.998156089,0.999835544,0.999835544
0.008490668,0.000181410,0.000181410,3792.028571429,-2.998155716,0.999818590,0.999818590
