time,mean_squared_displacement,mean_quartic_displacement,non_gaussian_parameter,energy,particle_overlap,type_overlap
0.000027127,0.000003391,0.000003391,575.000000000,-1.796973547,0.999996609,0.999996609
0.000054253,0.000006782,0.000006782,1151.000000000,-1.796972838,0.999993218,0.999993218
0.000081380,0.000013563,0.000013563,2303.000000000,-1.796975095,0.999986437,0.999986437
0.000108507,0.000020345,0.000020345,2591.000000000,-1.796980617,0.999979655,0.999979655
0.000135634,0.000023736,0.000023736,2735.000000000,-1.796980117,0.999976264,0.999976264
0.000162760,0.000030518,0.000030518,3119.000000000,-1.796984513,0.999969482,0.999969482
0.000189887,0.000038995,0.000038995,3263.000000000,-1.796987878,0.999961005,0.999961005
0.000217014,0.000047472,0.000047472,4271.000000000,-1.796995980,0.999952528,0.999952528
0.000271267,0.000061035,0.000061035,5039.000000000,-1.797004284,0.999938965,0.999938965
0.000325521,0.000074599,0.000074599,5039.000000000,-1.797001434,0.999925401,0.999925401
0.000379774,0.000093248,0.000093248,4847.000000000,-1.796997554,0.999906752,0.999906752
0.000434028,0.000101725,0.000101725,4775.000000000,-1.796996198,0.999898275,0.999898275
0.000515408,0.000125461,0.000125461,4496.600000000,-1.796995812,0.999874539,0.999874539
0.000596788,0.000144111,0.000144111,3939.800000000,-1.796999744,0.999855889,0.999855889
0.000678168,0.000167847,0.000167847,3920.600000000,-1.796990639,0.999832153,0.999832153
0.000786675,0.000193278,0.000193278,3147.800000000,-1.796987043,0.999806722,0.999806722
0.000895182,0.000235664,0.000235664,2536.485714286,-1.796991446,0.999764336,0.999764336
0.001030816,0.000259399,0.000259399,2265.628571429,-1.796998323,0.999740601,0.999740601
0.001166450,0.000295003,0.000295003,2030.896103896,-1.796997873,0.999704997,0.999704997
0.001329210,0.000342475,0.000342475,1640.028571429,-1.797001259,0.999657525,0.999657525
0.001491970,0.000376383,0.000376383,1463.010389610,-1.797000589,0.999623617,0.999623617
0.001681858,0.000432332,0.000432332,1256.038961039,-1.797009504,0.999567668,0.999567668
0.001898872,0.000476413,0.000476413,1128.626890756,-1.797008886,0.999523587,0.999523587
0.002115885,0.000515408,0.000515408,1036.377822178,-1.797007057,0.999484592,0.999484592
0.002360026,0.000593397,0.000593397,894.469330669,-1.797000856,0.999406603,0.999406603
0.002631293,0.000652737,0.000652737,810.928471528,-1.797000563,0.999347263,0.999347263
0.002929688,0.000712077,0.000712077,743.476407372,-1.797004051,0.999287923,0.999287923
0.003282335,0.000798543,0.000798543,654.307335884,-1.797014334,0.999201457,0.999201457
0.003662109,0.000883314,0.000883314,590.556202312,-1.797004594,0.999116686,0.999116686
0.004069010,0.000986735,0.000986735,526.267405536,-1.797005785,0.999013265,0.999013265
0.004530165,0.001102024,0.001103719,472.887398925,-1.797003598,0.998898824,0.998898824
0.005045573,0.001212226,0.001213921,428.113867446,-1.796988261,0.998788622,0.998788622
0.005615234,0.001358032,0.001359728,381.693776889,-1.796983664,0.998642815,0.998642815
0.006239149,0.001486884,0.001488580,347.588083272,-1.796995703,0.998513963,0.998513963
0.006917318,0.001646254,0.001647949,312.049773418,-1.797015221,0.998354594,0.998354594
0.007676866,0.001859877,0.001863268,275.284811037,-1.797030718,0.998141819,0.998141819
0.008490668,0.002031114,0.002034505,253.167303802,-1.797040579,0.997970581,0.997970581
0.009412977,0.002290514,0.002293905,224.287642772,-1.797013824,0.997711182,0.997711182
0.010416667,0.002548218,0.002556695,200.412594854,-1.797024022,0.997456021,0.997456021
