time,mean_squared_displacement,mean_quartic_displacement,non_gaussian_parameter,energy,particle_overlap,type_overlap
0.000027127,0.000044081,0.000044081,7487.000000000,-0.400020818,0.999955919,0.999955919
0.000054253,0.000081380,0.000081380,6047.000000000,-0.400018162,0.999918620,0.999918620
0.000081380,0.000115289,0.000115289,4847.000000000,-0.400026884,0.999884711,0.999884711
0.000108507,0.000159370,0.000159370,3575.000000000,-0.400005416,0.999840630,0.999840630
0.000135634,0.000198364,0.000198364,2816.600000000,-0.400011140,0.999801636,0.999801636
0.000162760,0.000233968,0.000233968,2264.600000000,-0.400002355,0.999766032,0.999766032
0.000189887,0.000271267,0.000271267,1940.942857143,-0.399989294,0.999728733,0.999728733
0.000217014,0.000317044,0.000317044,1638.885714286,-0.399991469,0.999682956,0.999682956
0.000271267,0.000401815,0.000401815,1293.742857143,-0.399986172,0.999598185,0.999598185
0.000325521,0.000476413,0.000476413,1093.337662338,-0.399988737,0.999523587,0.999523587
0.000379774,0.000551012,0.000551012,946.916083916,-0.399953963,0.999448988,0.999448988
0.000434028,0.000632392,0.000632392,817.675724276,-0.399954442,0.999367608,0.999367608
0.000515408,0.000756158,0.000756158,681.602550391,-0.399975897,0.999243842,0.999243842
0.000596788,0.000876533,0.000876533,583.003237629,-0.399951397,0.999123467,0.999123467
0.000678168,0.001001994,0.001001994,510.728236658,-0.399985929,0.998998006,0.998998006
0.000786675,0.001176622,0.001176622,431.749093459,-0.400022899,0.998823378,0.998823378
0.000895182,0.001324124,0.001325819,382.025030730,-0.400060504,0.998676724,0.998676724
0.001030816,0.001522488,0.001534356,332.472336921,-0.400094405,0.998480903,0.998480903
0.001166450,0.001731025,0.001742893,291.973432410,-0.400095586,0.998272366,0.998272366
0.001329210,0.001970079,0.001981947,255.689535224,-0.400034830,0.998033312,0.998033312
0.001491970,0.002187093,0.002198961,229.946663977,-0.400028079,0.997816298,0.997816298
0.001681858,0.002443102,0.002454970,205.598699816,-0.400000054,0.997560289,0.997560289
0.001898872,0.002768623,0.002794054,181.886324497,-0.400021358,0.997239007,0.997239007
0.002115885,0.003095839,0.003136529,163.052612659,-0.400074572,0.996914334,0.996914334
0.002360026,0.003477308,0.003519694,144.925597328,-0.400082769,0.996533712,0.996533712
0.002631293,0.003862169,0.003916423,130.546629840,-0.400032477,0.996152242,0.996152242
0.002929688,0.004311456,0.004379272,117.002971223,-0.400062929,0.995707194,0.995707194
0.003282335,0.004808214,0.004881117,104.697079167,-0.400109712,0.995212979,0.995212979
0.003662109,0.005340576,0.005427043,94.209484522,-0.400178537,0.994684855,0.994684855
0.004069010,0.005947537,0.006047567,84.561713395,-0.400185055,0.994082133,0.994082133
0.004530165,0.006608751,0.006720649,76.034142557,-0.400149086,0.993424310,0.993424310
0.005045573,0.007373386,0.007488675,67.932279380,-0.400080241,0.992661370,0.992661370
0.005615234,0.008197361,0.008351644,61.180629777,-0.399992422,0.991849264,0.991849264
0.006239149,0.009131538,0.009316338,54.894164330,-0.399948312,0.990925259,0.990925259
0.006917318,0.010128445,0.010347154,49.463557379,-0.399951549,0.989940219,0.989940219
0.007676866,0.011242337,0.011522081,44.596073730,-0.399907616,0.988844130,0.988844130
0.008490668,0.012468126,0.012824164,40.251315305,-0.399789329,0.987641229,0.987641229
0.009412977,0.013783773,0.014183892,36.331358310,-0.399895576,0.986339993,0.986339993
0.010416667,0.015235053,0.015769111,32.978588598,-0.399878871,0.984925164,0.984925164
0.011528863,0.016823663,0.017423842,29.795306635,-0.399762967,0.983359443,0.983359443
0.012749566,0.018546210,0.019237942,26.977282790,-0.399832499,0.981669956,0.981669956
0.014078776,0.020448473,0.021274143,24.449592165,-0.399848919,0.979809231,0.979809231
0.015543620,0.022574531,0.023634169,22.196807823,-0.399902363,0.977754381,0.977754381
0.017171224,0.024958293,0.026214600,20.046095860,-0.399648637,0.975430806,0.975430806
0.018961589,0.027542114,0.029066298,18.161913423,-0.399623861,0.972930060,0.972930060
0.020914714,0.030356513,0.032185872,16.466896232,-0.399698620,0.970207214,0.970207214
0.023084852,0.033450656,0.035688612,14.950676148,-0.399626414,0.967241075,0.967241075
0.025472005,0.036948310,0.039725410,13.552604501,-0.399670502,0.963913812,0.963913812
0.028103299,0.040768094,0.044187758,12.296458450,-0.399655794,0.960290697,0.960290697
0.030978733,0.044898139,0.049119737,11.184835481,-0.399621560,0.956394619,0.956394619
0.034152561,0.049633450,0.054835002,10.129876715,-0.399713235,0.951956007,0.951956007
0.037651910,0.054763794,0.061279297,9.216552574,-0.399743225,0.947204590,0.947204590
0.041503906,0.060421414,0.068484836,8.380013413,-0.399753428,0.941993713,0.941993713
0.045735677,0.066452026,0.075966729,7.601376582,-0.399964220,0.936414083,0.936414083
0.050374349,0.073184543,0.084788005,6.914924935,-0.399938042,0.930313110,0.930313110
0.055501302,0.080618964,0.094548543,6.272441932,-0.399915958,0.923563639,0.923563639
0.061116536,0.088804457,0.105775621,5.705871811,-0.399783772,0.916240268,0.916240268
0.067301432,0.097919040,0.118359036,5.171550226,-0.399754369,0.908115811,0.908115811
0.074110243,0.107701619,0.132158067,4.696429648,-0.399716185,0.899523417,0.899523417
0.081597222,0.118569268,0.148259481,4.272483063,-0.399923378,0.890147739,0.890147739
0.089843750,0.130513509,0.166554769,3.888370753,-0.399926130,0.879980299,0.879980299
0.098904080,0.143630981,0.187155830,3.535493381,-0.400827750,0.869025336,0.869025336
0.108886719,0.158167521,0.210673014,3.210027079,-0.400763836,0.856981913,0.856981913
0.119873047,0.174199422,0.237752279,2.917217716,-0.400716553,0.843992445,0.843992445
0.131944444,0.191611396,0.268358019,2.654311047,-0.400807696,0.830243429,0.830243429
0.145236545,0.210830688,0.303276910,2.411279742,-0.400869106,0.815327115,0.815327115
0.159857856,0.232103136,0.344128079,2.193576671,-0.400653224,0.799277412,0.799277412
0.175944010,0.255343967,0.391008165,1.998201995,-0.401027119,0.782268100,0.782268100
0.193630642,0.280690511,0.444266425,1.818987344,-0.400750606,0.764162699,0.764162699
0.213080512,0.308764988,0.507073296,1.659151724,-0.400930386,0.744754367,0.744754367
0.234483507,0.339675903,0.579732259,1.512077291,-0.401020653,0.724310981,0.724310981
0.258029514,0.373211331,0.662121243,1.376639702,-0.401263211,0.702863057,0.702863057
0.283935547,0.410266452,0.759343465,1.255431154,-0.401437012,0.680085076,0.680085076
0.312445747,0.450915866,0.872604370,1.145573829,-0.401365100,0.656297472,0.656297472
0.343804253,0.496008979,1.004136827,1.040521744,-0.400744557,0.631238302,0.631238302
0.378282335,0.545834012,1.160719130,0.947755544,-0.400657922,0.604870266,0.604870266
0.416232639,0.600667318,1.345952352,0.865152600,-0.401155007,0.577696906,0.577696906
0.457953559,0.660425822,1.561014811,0.789430538,-0.400873943,0.549922519,0.549922519
0.503851997,0.725518121,1.809451633,0.718739065,-0.401401889,0.521527608,0.521527608
0.554361979,0.796890259,2.105100844,0.657403912,-0.401467543,0.492714776,0.492714776
