time,mean_squared_displacement,mean_quartic_displacement,non_gaussian_parameter,energy,particle_overlap,type_overlap
1,0.000839014,0.000973733,4.546413200,0.008505369,0.000814873,0.005421691
2,0.001273844,0.001837333,2.930621270,0.008699842,0.001149623,0.005459558
3,0.001332126,0.002299308,1.817700387,0.008403734,0.001111287,0.005436388
4,0.001480731,0.003182227,2.053313011,0.008407870,0.001234264,0.005434680
5,0.001697185,0.004877354,2.088297387,0.008382179,0.001243847,0.005506702
6,0.001678318,0.005428684,2.264087510,0.008446242,0.001255449,0.005508161
7,0.001889924,0.005808760,2.560196434,0.008433824,0.001472839,0.005732769
8,0.001659576,0.005501019,2.517274307,0.008431921,0.001297108,0.005680778
10,0.002035538,0.006243325,2.344733211,0.008571359,0.001484318,0.005588765
12,0.002040790,0.007890690,2.546345383,0.008488305,0.001320080,0.005375194
14,0.001823287,0.006853207,2.103837892,0.008452194,0.001175859,0.005412788
16,0.002038634,0.007317376,2.254802560,0.008408747,0.001377006,0.005584443
19,0.002166655,0.008108916,2.355191872,0.008392244,0.001434717,0.005589905
22,0.002355158,0.007361748,1.978150199,0.008364315,0.001589800,0.005357874
25,0.002088917,0.006975055,1.885904118,0.008301133,0.001384937,0.005461567
29,0.002405180,0.009395087,2.324819944,0.008467287,0.001751446,0.005494285
33,0.002445069,0.010611457,1.638912696,0.008290051,0.001414119,0.005451213
38,0.002701445,0.010797003,2.422906445,0.008390003,0.001836793,0.005625900
43,0.003009017,0.012362786,2.051134383,0.008316832,0.001914790,0.005590970
49,0.003170625,0.016178407,1.938655789,0.008368338,0.001900460,0.005464341
55,0.003450479,0.017949506,2.048749002,0.008278405,0.001967932,0.005521305
62,0.003442355,0.019234433,1.893935793,0.008295399,0.001636222,0.005375251
70,0.003138415,0.017113670,1.687370949,0.008506317,0.001756182,0.005523231
78,0.003123061,0.017116946,1.582123551,0.008556727,0.001677682,0.005661650
87,0.002921801,0.017598596,1.343096335,0.008464301,0.001570886,0.005580049
97,0.003257515,0.020860692,1.772930701,0.008462369,0.001710039,0.005431156
108,0.003419774,0.023608625,1.751342954,0.008233627,0.001693360,0.005415401
121,0.003598880,0.029740814,1.967230473,0.008303220,0.001726155,0.005627674
135,0.004004118,0.031523914,2.051718695,0.008407947,0.001967619,0.005516527
150,0.003725691,0.027915977,1.763951878,0.008491599,0.001859594,0.005495245
167,0.003704396,0.031245811,1.655311691,0.008412164,0.001825457,0.005441828
186,0.004316851,0.045315044,2.179474451,0.008417585,0.002028651,0.005640858
207,0.004284426,0.047273523,1.925260199,0.008307869,0.001859021,0.005454086
230,0.004588225,0.040986198,1.587459235,0.008486589,0.002076146,0.005747057
255,0.005045519,0.044839593,1.362554312,0.008488207,0.002001018,0.005363057
283,0.005176696,0.055128093,1.896339197,0.008594931,0.002216385,0.005573033
313,0.005646255,0.053428592,1.727863733,0.008276145,0.002547305,0.005602459
347,0.006084282,0.056301945,1.427615388,0.008549650,0.002686090,0.005487403
384,0.006108847,0.056505367,1.421624755,0.008542129,0.002417446,0.005435558
425,0.006584808,0.059046420,1.333068632,0.008263040,0.002778305,0.005404341
470,0.006211447,0.051419768,1.139148470,0.008574798,0.002849730,0.005520994
519,0.006738506,0.066699841,1.273285461,0.008576912,0.002684824,0.005522805
573,0.006605345,0.075445511,1.318727245,0.008316203,0.002500672,0.005255440
633,0.007309584,0.074624972,1.150169607,0.008108065,0.002669705,0.005065088
699,0.007613449,0.080107701,1.208623482,0.008416059,0.002941784,0.005210698
771,0.008505261,0.105416624,1.380069925,0.008206959,0.002867008,0.005381130
851,0.009292892,0.105901322,1.264989937,0.008492372,0.003444989,0.005166640
939,0.010106830,0.117684754,1.160006565,0.008047865,0.003518298,0.005050227
1036,0.010488687,0.125034296,1.152561187,0.008356112,0.003214253,0.005500050
1142,0.011411992,0.126668582,0.994608856,0.008236834,0.003577858,0.005515674
1259,0.011234956,0.134802484,1.049845644,0.008392802,0.003379355,0.005435699
1388,0.011127112,0.154873601,1.168636131,0.008146120,0.003200821,0.005401419
1530,0.011648359,0.142049103,0.940911911,0.008279608,0.003452721,0.005614918
1686,0.013061743,0.159522435,0.880521289,0.008204224,0.003808691,0.005595367
1857,0.013203600,0.169162300,0.884175347,0.008219296,0.003544464,0.005436305
2046,0.013929584,0.197448562,0.832554620,0.008310720,0.003444768,0.005558304
2253,0.013716703,0.224800818,0.834756002,0.008183446,0.003553729,0.005129360
2481,0.014502166,0.209310616,0.823962651,0.008349430,0.004090063,0.005534641
2732,0.017268189,0.274235452,0.855083298,0.008232891,0.004449382,0.005421668
3008,0.016708873,0.320115937,0.934382384,0.008365371,0.004126383,0.005350499
3312,0.017060797,0.329694112,0.909478789,0.008003835,0.004583742,0.005592389
3646,0.019168395,0.310476393,0.762954158,0.008530643,0.004818586,0.005639754
4014,0.018515154,0.336394933,0.800550228,0.008341267,0.004702276,0.005710404
4419,0.019432447,0.362895003,0.813935457,0.008439894,0.004637101,0.005618824
4864,0.018738293,0.381345226,0.690378433,0.008332763,0.004462395,0.005568902
5354,0.020173940,0.395468161,0.682897962,0.008277662,0.004886662,0.005795264
5893,0.022186244,0.490143654,0.677122176,0.008775801,0.005385130,0.005938467
6486,0.022677114,0.520466716,0.655453796,0.008842373,0.005051764,0.006146486
7138,0.023123838,0.525023861,0.583329662,0.008551622,0.005183730,0.006312446
7855,0.025391323,0.631197846,0.557017811,0.008732621,0.005082014,0.006170382
8644,0.025981164,0.648453979,0.554881007,0.008579653,0.004988686,0.006155923
9512,0.025768198,0.607483852,0.500106599,0.008626761,0.005364912,0.005937707
10467,0.028576075,0.677770968,0.479668913,0.008145924,0.005619353,0.006648506
11518,0.028012109,0.806778542,0.524163452,0.008263757,0.005235049,0.006437242
12674,0.030192915,0.830155445,0.461565185,0.008146108,0.005540131,0.006220431
13945,0.034123134,0.926672823,0.496453891,0.008020962,0.005826298,0.006659386
15344,0.033639303,1.011526227,0.467587903,0.008102238,0.005985623,0.006365503
16882,0.034599668,1.107369972,0.491856394,0.008226967,0.005820741,0.006655332
18574,0.036788291,1.258033319,0.459994516,0.008048684,0.006068369,0.006393773
20436,0.040667346,1.336332188,0.435875563,0.007769396,0.006380883,0.006972300
22484,0.041308178,1.283339988,0.372932617,0.008024909,0.006122006,0.006974982
24737,0.045852804,1.449623114,0.330599041,0.007763764,0.006150634,0.006955672
27215,0.047909262,1.708622969,0.323583467,0.007896449,0.005940508,0.006554888
29941,0.050633305,1.816043973,0.331470235,0.007793258,0.006451497,0.007204964
32940,0.056393369,2.134797411,0.297638377,0.007927247,0.006950225,0.007077083
36238,0.062828604,2.604178071,0.298073540,0.008236708,0.006609624,0.007165158
39866,0.066230944,2.853695481,0.268008829,0.008361263,0.007207228,0.007774664
43857,0.069457001,2.938878594,0.261164344,0.008560661,0.007297900,0.007709660
48247,0.076321051,3.428867047,0.254247915,0.007905579,0.007488620,0.007808988
53077,0.079355793,3.702550862,0.228971622,0.007520110,0.007570376,0.007559391
58390,0.082029453,4.143989438,0.230270207,0.007535622,0.007588569,0.008210215
64234,0.089146351,4.291167057,0.230342202,0.007825963,0.007596833,0.008423373
70662,0.089186093,4.140371867,0.222119719,0.007403197,0.007566421,0.008191757
77733,0.098449816,4.415404556,0.219146316,0.007439973,0.008644011,0.009357213
85511,0.106735249,5.146105812,0.198130349,0.007747588,0.008396144,0.009364004
94067,0.115584989,5.906882845,0.200500345,0.007425921,0.008982409,0.009899649
103479,0.124665917,6.479889421,0.211836873,0.007994583,0.009400548,0.010380663
113832,0.127335999,7.617324463,0.193024404,0.008094499,0.009772117,0.010756557
125220,0.148641784,9.005484062,0.196417497,0.007720489,0.010794882,0.011296422
