time,mean_squared_displacement,mean_quartic_displacement,non_gaussian_parameter,energy,particle_overlap,type_overlap
0.000027127,0.000016954,0.000016954,2879.000000000,-1.399336402,0.999983046,0.999983046
0.000054253,0.000032213,0.000032213,3311.000000000,-1.399325304,0.999967787,0.999967787
0.000081380,0.000042386,0.000042386,4175.000000000,-1.399328252,0.999957614,0.999957614
0.000108507,0.000052558,0.000052558,4703.000000000,-1.399324596,0.999947442,0.999947442
0.000135634,0.000064426,0.000064426,4607.000000000,-1.399318447,0.999935574,0.999935574
0.000162760,0.000081380,0.000081380,4871.000000000,-1.399324601,0.999918620,0.999918620
0.000189887,0.000083076,0.000083076,4847.000000000,-1.399325069,0.999916924,0.999916924
0.000217014,0.000089857,0.000089857,4712.600000000,-1.399322032,0.999910143,0.999910143
0.000271267,0.000111898,0.000111898,4947.800000000,-1.399314338,0.999888102,0.999888102
0.000325521,0.000150892,0.000150892,3843.800000000,-1.399322120,0.999849108,0.999849108
0.000379774,0.000169542,0.000169542,3719.000000000,-1.399321457,0.999830458,0.999830458
0.000434028,0.000196669,0.000196669,3033.285714286,-1.399314739,0.999803331,0.999803331
0.000515408,0.000233968,0.000233968,2688.028571429,-1.399312391,0.999766032,0.999766032
0.000596788,0.000278049,0.000278049,2195.685714286,-1.399326545,0.999721951,0.999721951
0.000678168,0.000311957,0.000311957,1898.771428571,-1.399335769,0.999688043,0.999688043
0.000786675,0.000366211,0.000366211,1529.649350649,-1.399332899,0.999633789,0.999633789
0.000895182,0.000406901,0.000406901,1372.156443556,-1.399333294,0.999593099,0.999593099
0.001030816,0.000473022,0.000473022,1145.073926074,-1.399327895,0.999526978,0.999526978
0.001166450,0.000528971,0.000528971,1029.484315684,-1.399336916,0.999471029,0.999471029
0.001329210,0.000593397,0.000593397,916.952817461,-1.399319452,0.999406603,0.999406603
0.001491970,0.000664605,0.000664605,800.124845433,-1.399341164,0.999335395,0.999335395
0.001681858,0.000754462,0.000754462,698.798806766,-1.399346499,0.999245538,0.999245538
0.001898872,0.000862969,0.000862969,604.660641095,-1.399341146,0.999137031,0.999137031
0.002115885,0.000968085,0.000969781,534.240625515,-1.399343900,0.999032762,0.999032762
0.002360026,0.001061334,0.001063029,489.140811630,-1.399358160,0.998939514,0.998939514
0.002631293,0.001180013,0.001181708,437.212942858,-1.399361463,0.998820835,0.998820835
