time,mean_squared_displacement,mean_quartic_displacement,non_gaussian_parameter,energy,particle_overlap,type_overlap
1,0.000463939,0.000575445,7.550867026,0.009163164,0.000467831,0.001003683
2,0.000677626,0.000885055,6.091631763,0.009153332,0.000637293,0.000909887
3,0.000742153,0.000913721,5.643023978,0.009130462,0.000699909,0.000940920
4,0.000584643,0.000726152,3.847982720,0.009215868,0.000537950,0.000880314
5,0.000776487,0.001071396,5.411377743,0.009132105,0.000741161,0.000665642
6,0.000816639,0.000890974,5.451984233,0.009136527,0.000787468,0.000686631
7,0.000827381,0.001049212,5.222624860,0.009168739,0.000771487,0.000906668
8,0.000840491,0.000938774,5.641942376,0.009147344,0.000778878,0.000934474
10,0.001077462,0.001242744,7.072694600,0.009180307,0.000993418,0.000802411
12,0.000875502,0.001051114,5.687549773,0.009271086,0.000824382,0.000985076
14,0.001201914,0.001253524,7.979994989,0.009235070,0.001169190,0.001205648
16,0.001085626,0.001153604,6.837946780,0.009309031,0.001067488,0.000910349
19,0.000919312,0.001205495,5.438115665,0.009068122,0.000828897,0.001077236
22,0.001009772,0.001429376,5.118027975,0.009171786,0.000893353,0.000793792
25,0.000801437,0.001292176,5.288089376,0.009201264,0.000710899,0.000764240
29,0.000768047,0.001124276,4.294618885,0.009162905,0.000629868,0.000905624
33,0.000952145,0.001201280,5.797794891,0.009166239,0.000889343,0.000982779
38,0.001161957,0.001806716,5.832859260,0.009106434,0.000969432,0.000651435
43,0.000837202,0.001584602,5.767232406,0.009200456,0.000708038,0.000706105
49,0.000630993,0.001297534,4.158452452,0.009186395,0.000540545,0.000968347
55,0.000950266,0.001553786,6.006776080,0.009153250,0.000870957,0.000687291
62,0.000834687,0.001431874,5.822928813,0.009155944,0.000754933,0.000650355
70,0.000949934,0.001470931,8.110700715,0.009131334,0.000922644,0.000917903
78,0.000963013,0.001995087,4.832722488,0.009255425,0.000754053,0.000720629
87,0.001307542,0.001954847,7.418327525,0.009233270,0.001201280,0.000750779
97,0.000943466,0.001615156,8.105017490,0.009182990,0.000929321,0.000902142
108,0.001207586,0.002068758,7.378886673,0.009192281,0.001092576,0.000551650
121,0.000735323,0.001683966,4.376043728,0.009185658,0.000578678,0.000784392
135,0.001128290,0.001902397,7.231900404,0.009238642,0.000979780,0.000851912
150,0.001026831,0.001884702,7.927667114,0.009104108,0.000936560,0.000727164
167,0.001046780,0.001759687,7.787624756,0.009217039,0.000898457,0.000633353
186,0.001365433,0.002129208,9.333038098,0.009225140,0.001177773,0.000864772
207,0.001171149,0.002417608,6.330740313,0.009162731,0.000932673,0.001079576
230,0.001024063,0.002050883,8.643476582,0.009118967,0.000858305,0.000867806
255,0.000748956,0.001708031,7.445958926,0.009100872,0.000625640,0.000670285
283,0.001326221,0.002151799,7.587973164,0.009100887,0.001181443,0.000810428
313,0.001235277,0.002294782,6.352542210,0.009134865,0.001010110,0.000789676
347,0.001425104,0.002532082,10.559380777,0.009117861,0.001207189,0.000706040
384,0.000868056,0.001363584,7.324637297,0.009080669,0.000792989,0.000869145
425,0.000961811,0.001441678,7.791789974,0.009149772,0.000863289,0.000711195
470,0.001269193,0.002094200,7.807267443,0.009095880,0.001070972,0.000683611
519,0.001043360,0.003647483,12.604379516,0.009345211,0.000795966,0.000753399
573,0.000540010,0.003118167,13.642281969,0.009313851,0.000431842,0.000979512
633,0.001092408,0.003974652,13.260787108,0.009262068,0.000837829,0.000995268
699,0.001008313,0.003330644,10.103729039,0.009201238,0.000818624,0.000530670
771,0.001050714,0.003671291,11.451667682,0.009278770,0.000866169,0.000712524
851,0.001122756,0.004180687,12.688412586,0.009280187,0.000835025,0.000566226
939,0.001756338,0.004104559,13.029766974,0.009200436,0.001332956,0.000972896
1036,0.001450112,0.005120234,9.444005611,0.008994399,0.001092504,0.001030810
1142,0.001284833,0.004581718,9.344469216,0.009069349,0.001074824,0.000609468
1259,0.001051589,0.005236509,10.054518280,0.009131249,0.000802608,0.000724040
