beta,t_half
0.0001,0.3834562709948525
0.1,0.4484898796617434
0.2,0.5421092947716888
0.3,0.6816709351691902
0.4,0.8883923306156718
0.5,1.2160248170880121
0.6,1.7711640775526534
0.7,2.772669226297666
0.8,4.765800453124667
0.9,9.206813370495917
1.0,20.871020123629776
1.1,54.96784043670518
1.2,166.57286643455848
1.3,625.7233983407017
1.4,3174.905116186175
1.5,21789.828722806476
1.6,204421.89836965397
1.7,2989065.982232726
1.8,79893504.0
